2025-12-28 16:22:39,083 - INFO - Generated 319 seeds from boofuzz
2025-12-28 16:25:28,298 - WARNING - [234] CRASH: MKD | Payload: b'MKD ../file"\\\r\n'... | Error: 
2025-12-28 16:25:29,811 - WARNING - [235] CRASH: LIST | Payload: b'LIST ${dir}\r\n'... | Error: 
2025-12-28 16:25:31,329 - WARNING - [236] CRASH: PASS | Payload: b'PASS 0\\\\\r\n'... | Error: 
2025-12-28 16:25:32,845 - WARNING - [239] CRASH: MKD | Payload: b"MKD file'\\BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB"... | Error: 
2025-12-28 16:25:34,351 - WARNING - [243] CRASH: RETR | Payload: b'RETR LPT1\r\n'... | Error: [Errno 32] Broken pipe
2025-12-28 16:25:35,865 - WARNING - [244] CRASH: PASS | Payload: b"PASS ' OR '1'='1?\r\n"... | Error: 
2025-12-28 16:25:37,379 - WARNING - [245] CRASH: MKD | Payload: b'MKD users.xml\r\n'... | Error: 
2025-12-28 16:25:38,886 - WARNING - [248] CRASH: STOR | Payload: b'STOR subdir/subdir/subdir/subdir/subdir/subdir/subdir/subdir/subdir/subdir/subdir/subdir/subdir/subd'... | Error: [Errno 32] Broken pipe
2025-12-28 16:25:43,405 - WARNING - [265] CRASH: SITE | Payload: b'SITE ${?}\r\n'... | Error: 
2025-12-28 16:25:44,920 - WARNING - [268] CRASH: FEAT | Payload: b'FEAT\r\n'... | Error: 
2025-12-28 16:25:46,435 - WARNING - [270] CRASH: LIST | Payload: b'LIST {{PATH}}\r\n'... | Error: 
2025-12-28 16:25:47,951 - WARNING - [271] CRASH: MKD | Payload: b'MKD \\\\\\\\\\\\\r\n'... | Error: 
2025-12-28 16:25:49,463 - WARNING - [274] CRASH: CWD | Payload: b'CWD {{7*7}}\r\n'... | Error: 
2025-12-28 16:25:50,979 - WARNING - [275] CRASH: MKD | Payload: b'MKD 0\r\n'... | Error: 
2025-12-28 16:25:52,493 - WARNING - [277] CRASH: CWD | Payload: b'CWD test\\\r\n'... | Error: 
2025-12-28 16:25:54,007 - WARNING - [278] CRASH: PASS | Payload: b'PASS users.xml\r\n'... | Error: 
2025-12-28 16:25:55,523 - WARNING - [279] CRASH: MKD | Payload: b'MKD testdir; testdir\r\n'... | Error: 
2025-12-28 16:25:57,039 - WARNING - [282] CRASH: PASS | Payload: b'PASS users.xml\r\n'... | Error: 
2025-12-28 16:25:58,553 - WARNING - [284] CRASH: CWD | Payload: b'CWD GET / HTTP/1.0\r\n\r\n'... | Error: 
2025-12-28 16:26:00,069 - WARNING - [285] CRASH: USER | Payload: b"USER `'\r\n"... | Error: 
2025-12-28 16:26:01,584 - WARNING - [289] CRASH: PASS | Payload: b'PASS AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA'... | Error: 
2025-12-28 16:26:03,115 - WARNING - [290] CRASH: RETR | Payload: b'RETR subdir/subdir/subdir/subdir/subdir/subdir/subdir/subdir/subdir/subdir/subdir/subdir/subdir/subd'... | Error: 
2025-12-28 16:26:04,631 - WARNING - [291] CRASH: STOR | Payload: b'STOR PRN\r\n'... | Error: 
2025-12-28 16:26:06,146 - WARNING - [292] CRASH: MKD | Payload: b'MKD admin0\r\n'... | Error: 
2025-12-28 16:26:07,653 - WARNING - [295] CRASH: SITE | Payload: b'SITE UTIME file 20230101120000\r\n'... | Error: [Errno 32] Broken pipe
2025-12-28 16:26:09,169 - WARNING - [296] CRASH: CWD | Payload: b'CWD /home/../${user}\r\n'... | Error: 
2025-12-28 16:26:10,686 - WARNING - [297] CRASH: CWD | Payload: b'CWD \\\\\r\n'... | Error: 
2025-12-28 16:26:12,203 - WARNING - [301] CRASH: RETR | Payload: b'RETR %{\r\n'... | Error: 
2025-12-28 16:26:13,720 - WARNING - [303] CRASH: USER | Payload: b'USER {{<}}\r\n'... | Error: 
2025-12-28 16:26:15,241 - WARNING - [304] CRASH: STOR | Payload: b'STOR /./\r\n'... | Error: 
